FID,ComID,FDate,RESOLUTION,GNIS_ID,GNIS_Name,LengthKM,ReachCode,FLOWDIR,WBAreaComI,FTYPE,FCode,Shape_Leng,ENABLED
50663,10004878,1/28/2008 0:00:00,Medium,45730,Colorado River,0.115000000000000,15030104003438,With Digitized,120049933,ArtificialPath,55800,0.001037918655010,True
50665,10003918,1/28/2008 0:00:00,Medium,45730,Colorado River,5.684000000000000,15030104003440,With Digitized,120049933,ArtificialPath,55800,0.059468843552500,True
50666,10003928,1/28/2008 0:00:00,Medium,45730,Colorado River,0.567000000000000,15030104003440,With Digitized,120049933,ArtificialPath,55800,0.006012561090030,True
50667,10003920,1/28/2008 0:00:00,Medium,45730,Colorado River,0.221000000000000,15030104003440,With Digitized,120049933,ArtificialPath,55800,0.002365438545490,True
50669,945030196,1/28/2008 0:00:00,Medium,45730,Colorado River,0.574000000000000,15030104003442,With Digitized,120049933,ArtificialPath,55800,0.010430546242200,True
50670,945030197,1/28/2008 0:00:00,Medium,45730,Colorado River,0.499000000000000,15030104003442,With Digitized,120049933,ArtificialPath,55800,0.010430546242200,True
50671,945030194,1/28/2008 0:00:00,Medium,45730,Colorado River,2.211000000000000,15030104003443,With Digitized,120049933,ArtificialPath,55800,0.036138797035900,True
50672,945030195,1/28/2008 0:00:00,Medium,45730,Colorado River,1.735000000000000,15030104003443,With Digitized,120049933,ArtificialPath,55800,0.036138797035900,True
50673,945030192,1/28/2008 0:00:00,Medium,45730,Colorado River,3.572000000000000,15030104003444,With Digitized,120049933,ArtificialPath,55800,0.048342822261100,True
50674,945030399,1/28/2008 0:00:00,Medium,45730,Colorado River,1.458000000000000,15030104003444,With Digitized,120049933,ArtificialPath,55800,0.048342822261100,True
50675,945030400,1/28/2008 0:00:00,Medium,45730,Colorado River,0.183000000000000,15030104003444,With Digitized,120049933,ArtificialPath,55800,0.048342822261100,True
50677,10003814,1/28/2008 0:00:00,Medium, , ,0.084000000000000,15030104003445,With Digitized,120049933,ArtificialPath,55800,0.000896215791273,True
50680,10003812,1/28/2008 0:00:00,Medium,45730,Colorado River,0.419000000000000,15030104003447,With Digitized,120049933,ArtificialPath,55800,0.003877082545030,True
50681,10001218,1/28/2008 0:00:00,Medium,45730,Colorado River,3.327000000000000,15030104003448,With Digitized,120049933,ArtificialPath,55800,0.032731427970000,True
50684,10001238,1/28/2008 0:00:00,Medium,45730,Colorado River,0.890000000000000,15030104003451,With Digitized,120049933,ArtificialPath,55800,0.008634785485160,True
50685,10001158,1/28/2008 0:00:00,Medium,45730,Colorado River,5.959000000000000,15030104003453,With Digitized,120049933,ArtificialPath,55800,0.059817077159200,True
50686,9998246,1/28/2008 0:00:00,Medium,45730,Colorado River,1.772000000000000,15030104003454,With Digitized,120049933,ArtificialPath,55800,0.016030346157800,True
50687,9998254,1/28/2008 0:00:00,Medium,45730,Colorado River,1.281000000000000,15030104003454,With Digitized,120049933,ArtificialPath,55800,0.012651705856800,True
50688,10010632,1/28/2008 0:00:00,Medium,45730,Colorado River,5.516000000000000,15030104003454,With Digitized,120049933,ArtificialPath,55800,0.054688411727000,True
50689,9998250,1/28/2008 0:00:00,Medium,45730,Colorado River,8.190000000000000,15030104003454,With Digitized,120049933,ArtificialPath,55800,0.078197988695000,True
50690,10001152,1/28/2008 0:00:00,Medium,45730,Colorado River,0.215000000000000,15030104003454,With Digitized,120049933,ArtificialPath,55800,0.002036618555550,True
50691,945030200,1/28/2008 0:00:00,Medium,45730,Colorado River,3.079000000000000,15030104003454,With Digitized,120049933,ArtificialPath,55800,0.056519853048700,True
50692,945030201,1/28/2008 0:00:00,Medium,45730,Colorado River,2.636000000000000,15030104003454,With Digitized,120049933,ArtificialPath,55800,0.056519853048700,True
50693,9998270,1/28/2008 0:00:00,Medium,45730,Colorado River,0.573000000000000,15030104003455,With Digitized,120049933,ArtificialPath,55800,0.006240573470250,True
50694,9998238,1/28/2008 0:00:00,Medium,45730,Colorado River,1.672000000000000,15030104003456,With Digitized,120049933,ArtificialPath,55800,0.017740191152600,True
50695,9998262,1/28/2008 0:00:00,Medium,45730,Colorado River,2.460000000000000,15030104003457,With Digitized,120049933,ArtificialPath,55800,0.025851441840300,True
50697,9998204,1/28/2008 0:00:00,Medium,45730,Colorado River,0.978000000000000,15030104003459,With Digitized,120049933,ArtificialPath,55800,0.008882987232690,True
50698,9998172,1/28/2008 0:00:00,Medium,45730,Colorado River,1.316000000000000,15030104003460,With Digitized,120049933,ArtificialPath,55800,0.013166340392000,True
50699,9998176,1/28/2008 0:00:00,Medium,45730,Colorado River,0.099000000000000,15030104003460,With Digitized,120049933,ArtificialPath,55800,0.000938141340676,True
50700,9998188,1/28/2008 0:00:00,Medium,45730,Colorado River,0.290000000000000,15030104003460,With Digitized,120049933,ArtificialPath,55800,0.002863810514580,True
50701,9998166,1/28/2008 0:00:00,Medium,45730,Colorado River,0.080000000000000,15030104003460,With Digitized,120049933,ArtificialPath,55800,0.000844321856755,True
50702,9998184,1/28/2008 0:00:00,Medium,45730,Colorado River,0.709000000000000,15030104003460,With Digitized,120049933,ArtificialPath,55800,0.006952350114900,True
50703,9998164,1/28/2008 0:00:00,Medium,45730,Colorado River,0.850000000000000,15030104003460,With Digitized,120049933,ArtificialPath,55800,0.008588223923200,True
50704,9998180,1/28/2008 0:00:00,Medium,45730,Colorado River,0.826000000000000,15030104003460,With Digitized,120049933,ArtificialPath,55800,0.008211646748490,True
50776,10003810,3/28/2008 0:00:00,Medium, , ,0.071000000000000,15030104003521,With Digitized,120049933,ArtificialPath,55800,0.000728281399227,True
50805,10003844,1/28/2008 0:00:00,Medium,45730,Colorado River,2.682000000000000,15030104003549,With Digitized,120049933,ArtificialPath,55800,0.025815339219200,True
50831,9998174,1/28/2008 0:00:00,Medium, , ,0.089000000000000,15030104003571,With Digitized,120049933,ArtificialPath,55800,0.000839778600183,True
50839,9998268,1/28/2008 0:00:00,Medium, , ,0.016000000000000,15030104003578,With Digitized,120049933,ArtificialPath,55800,0.000150041845816,True
50841,9998234,1/28/2008 0:00:00,Medium, , ,0.068000000000000,15030104003579,With Digitized,120049933,ArtificialPath,55800,0.000646226321451,True
50853,10003988,11/13/2009 0:00:00,Medium, , ,0.072000000000000,15030104003590,With Digitized,120049933,ArtificialPath,55800,0.000643736138838,True
50858,10003848,1/28/2008 0:00:00,Medium, , ,0.066000000000000,15030104003594,With Digitized,120049933,ArtificialPath,55800,0.000697909726961,True
50869,10001256,11/13/2009 0:00:00,Medium, , ,0.060000000000000,15030104003602,With Digitized,120049933,ArtificialPath,55800,0.000638205194150,True
50905,10001260,11/13/2009 0:00:00,Medium, , ,0.087000000000000,15030104003637,Uninitialized,120049933,ArtificialPath,55800,0.000941438144266,True
50947,10010586,11/13/2009 0:00:00,Medium, , ,0.190000000000000,15030104003671,With Digitized,120049933,ArtificialPath,55800,0.001706828883590,True
50965,10001270,11/13/2009 0:00:00,Medium, , ,0.085000000000000,15030104003688,Uninitialized,120049933,ArtificialPath,55800,0.000921130598568,True
50973,10001284,11/13/2009 0:00:00,Medium, , ,0.270000000000000,15030104003695,Uninitialized,120049933,ArtificialPath,55800,0.002602080381210,True
50975,10001282,11/13/2009 0:00:00,Medium, , ,0.038000000000000,15030104003696,Uninitialized,120049933,ArtificialPath,55800,0.000360926418511,True
50979,10001274,11/13/2009 0:00:00,Medium, , ,0.217000000000000,15030104003699,Uninitialized,120049933,ArtificialPath,55800,0.001951740671930,True
50981,10001280,11/13/2009 0:00:00,Medium, , ,0.142000000000000,15030104003700,Uninitialized,120049933,ArtificialPath,55800,0.001510611155760,True
51007,10001296,11/13/2009 0:00:00,Medium, , ,0.066000000000000,15030104003724,Uninitialized,120049933,ArtificialPath,55800,0.000647965845142,True
51012,10003990,1/28/2008 0:00:00,Medium, , ,0.046000000000000,15030104003728,With Digitized,120049933,ArtificialPath,55800,0.000489913742224,True
51014,10004002,1/28/2008 0:00:00,Medium, , ,0.099000000000000,15030104003729,With Digitized,120049933,ArtificialPath,55800,0.000923277280147,True
51023,10001178,11/13/2009 0:00:00,Medium, , ,0.163000000000000,15030104003735,With Digitized,120049933,ArtificialPath,55800,0.001751158485340,True
51024,10001174,11/13/2009 0:00:00,Medium, , ,0.176000000000000,15030104003735,With Digitized,120049933,ArtificialPath,55800,0.001867214756830,True
51026,10001162,3/28/2008 0:00:00,Medium, , ,0.128000000000000,15030104003736,With Digitized,120049933,ArtificialPath,55800,0.001372915819020,True
51027,10001164,3/28/2008 0:00:00,Medium, , ,0.213000000000000,15030104003736,With Digitized,120049933,ArtificialPath,55800,0.001997297420730,True
51035,10001240,11/13/2009 0:00:00,Medium, , ,0.300000000000000,15030104003743,With Digitized,120049933,ArtificialPath,55800,0.003235734477960,True
51037,10001242,11/13/2009 0:00:00,Medium, , ,0.241000000000000,15030104003743,With Digitized,120049933,ArtificialPath,55800,0.002242677607740,True
51082,945030157,10/13/1999 0:00:00,Medium, , ,0.103000000000000,15030104003783,With Digitized,120049933,ArtificialPath,55800,0.044531080377200,True
51134,25130380,1/28/2008 0:00:00,Medium, , ,1.939000000000000,15030104003994,With Digitized,22636636,ArtificialPath,55800,0.020237280782500,True
51139,10001192,1/28/2008 0:00:00,Medium,45730,Colorado River,0.780000000000000,15030104004018,With Digitized,120049933,ArtificialPath,55800,0.007693593618620,True
51140,10001186,1/28/2008 0:00:00,Medium,45730,Colorado River,3.215000000000000,15030104004018,With Digitized,120049933,ArtificialPath,55800,0.032589463030900,True
51141,10001298,1/28/2008 0:00:00,Medium,45730,Colorado River,0.693000000000000,15030104004018,With Digitized,120049933,ArtificialPath,55800,0.007504533424220,True
51142,10010650,1/28/2008 0:00:00,Medium,45730,Colorado River,0.450000000000000,15030104004018,With Digitized,120049933,ArtificialPath,55800,0.004462518683540,True
51143,10001194,1/28/2008 0:00:00,Medium,45730,Colorado River,0.040000000000000,15030104004018,With Digitized,120049933,ArtificialPath,55800,0.000379503593329,True
51144,10010646,1/28/2008 0:00:00,Medium,45730,Colorado River,4.148000000000000,15030104004018,With Digitized,120049933,ArtificialPath,55800,0.039311475633800,True
51145,10010648,1/28/2008 0:00:00,Medium,45730,Colorado River,2.460000000000000,15030104004018,With Digitized,120049933,ArtificialPath,55800,0.024406316983200,True
51146,945030166,1/28/2008 0:00:00,Medium,45730,Colorado River,4.728000000000000,15030104004019,With Digitized,120049933,ArtificialPath,55800,0.055815497044200,True
51147,10010638,1/28/2008 0:00:00,Medium,45730,Colorado River,0.695000000000000,15030104004019,With Digitized,120049933,ArtificialPath,55800,0.007119114402670,True
51148,10001180,1/28/2008 0:00:00,Medium,45730,Colorado River,1.526000000000000,15030104004019,With Digitized,120049933,ArtificialPath,55800,0.013977677705200,True
51149,10010644,1/28/2008 0:00:00,Medium,45730,Colorado River,0.222000000000000,15030104004019,With Digitized,120049933,ArtificialPath,55800,0.002180543047670,True
51150,10001176,1/28/2008 0:00:00,Medium,45730,Colorado River,0.273000000000000,15030104004019,With Digitized,120049933,ArtificialPath,55800,0.002534250733500,True
51151,10010640,1/28/2008 0:00:00,Medium,45730,Colorado River,0.122000000000000,15030104004019,With Digitized,120049933,ArtificialPath,55800,0.001248052496720,True
51152,945030202,1/28/2008 0:00:00,Medium,45730,Colorado River,4.420000000000000,15030104004019,With Digitized,120049933,ArtificialPath,55800,0.046092364755500,True
51153,10001172,1/28/2008 0:00:00,Medium,45730,Colorado River,1.365000000000000,15030104004019,With Digitized,120049933,ArtificialPath,55800,0.012546228251200,True
51154,10010642,1/28/2008 0:00:00,Medium,45730,Colorado River,0.470000000000000,15030104004019,With Digitized,120049933,ArtificialPath,55800,0.004406148991960,True
51155,945030167,1/28/2008 0:00:00,Medium,45730,Colorado River,1.252000000000000,15030104004019,With Digitized,120049933,ArtificialPath,55800,0.055815497044200,True
51156,945030203,1/28/2008 0:00:00,Medium,45730,Colorado River,0.616000000000000,15030104004019,With Digitized,120049933,ArtificialPath,55800,0.046092364755500,True
51179,25130392,1/28/2008 0:00:00,Medium,238769,Arroyo Seco,0.268000000000000,15030104004042,With Digitized,22636630,ArtificialPath,55800,0.002800505048950,True
51180,25130394,1/28/2008 0:00:00,Medium, , ,0.206000000000000,15030104004043,With Digitized,22636630,ArtificialPath,55800,0.002118485124700,True
51181,25130396,1/28/2008 0:00:00,Medium,238769,Arroyo Seco,0.865000000000000,15030104004044,With Digitized,22636630,ArtificialPath,55800,0.007905375657680,True
51182,25130398,1/28/2008 0:00:00,Medium, , ,0.477000000000000,15030104004045,With Digitized,22636630,ArtificialPath,55800,0.004811786710940,True
51183,25130400,1/28/2008 0:00:00,Medium,238769,Arroyo Seco,2.466000000000000,15030104004046,With Digitized,22636630,ArtificialPath,55800,0.025257763900000,True
51184,25130404,1/28/2008 0:00:00,Medium, , ,0.076000000000000,15030104004047,With Digitized,22636626,ArtificialPath,55800,0.000808762598138,True
51185,25130406,1/28/2008 0:00:00,Medium,238769,Arroyo Seco,0.133000000000000,15030104004048,With Digitized,22636626,ArtificialPath,55800,0.001224802293250,True
51186,25130408,1/28/2008 0:00:00,Medium, , ,0.140000000000000,15030104004049,With Digitized,22636626,ArtificialPath,55800,0.001510024140270,True
51187,25130410,1/28/2008 0:00:00,Medium, , ,0.135000000000000,15030104004050,With Digitized,22636626,ArtificialPath,55800,0.001452787601010,True
51188,25130412,1/28/2008 0:00:00,Medium,238769,Arroyo Seco,0.256000000000000,15030104004051,With Digitized,22636626,ArtificialPath,55800,0.002361355049620,True
51189,25130414,1/28/2008 0:00:00,Medium,238769,Arroyo Seco,0.248000000000000,15030104004052,With Digitized,22636626,ArtificialPath,55800,0.002269646834720,True
51190,25130416,1/28/2008 0:00:00,Medium, , ,1.253000000000000,15030104004053,With Digitized,22636626,ArtificialPath,55800,0.012831687105400,True
51191,25130418,1/28/2008 0:00:00,Medium,238769,Arroyo Seco,1.198000000000000,15030104004054,With Digitized,22636626,ArtificialPath,55800,0.010950851853000,True
51192,25130420,1/28/2008 0:00:00,Medium, , ,0.321000000000000,15030104004055,With Digitized,22636626,ArtificialPath,55800,0.002970331759990,True
51193,25130422,1/28/2008 0:00:00,Medium,238769,Arroyo Seco,0.391000000000000,15030104004056,With Digitized,22636626,ArtificialPath,55800,0.003622945971940,True
51194,25130424,1/28/2008 0:00:00,Medium,238769,Arroyo Seco,0.640000000000000,15030104004057,With Digitized,22636626,ArtificialPath,55800,0.005780370845940,True
51195,10001250,11/13/2009 0:00:00,Medium, , ,0.146000000000000,15030104013487,With Digitized,120049933,ArtificialPath,55800,0.001495291863690,True
51198,945030075,12/1/2010 0:00:00,Medium, , ,0.048000000000000,15030104013600,With Digitized,120049933,ArtificialPath,55800,0.000000000000000,True
51199,945030077,12/1/2010 0:00:00,Medium, , ,0.237000000000000,15030104013601,With Digitized,120049933,ArtificialPath,55800,0.000000000000000,True
51208,945030175,10/13/1999 0:00:00,Medium, , ,0.366000000000000,15030104013610,With Digitized,120049933,ArtificialPath,55800,0.006105341460720,True
51209,945030187,10/13/1999 0:00:00,Medium,240279,Carrizo Wash,0.054000000000000,15030104013611,With Digitized,120049933,ArtificialPath,55800,0.025775570733700,True
51210,945030110,1/11/2011 0:00:00,Medium, , ,0.057000000000000,15030104013612,With Digitized,120049933,ArtificialPath,55800,0.000000000000000,True
51217,945030151,10/13/1999 0:00:00,Medium, , ,0.130000000000000,15030104013619,With Digitized,120049933,ArtificialPath,55800,0.006212067357840,True
51222,945030136,12/1/2010 0:00:00,Medium, , ,0.078000000000000,15030104013624,With Digitized,120049933,ArtificialPath,55800,0.000000000000000,True
51228,945030330,12/1/2010 0:00:00,Medium, , ,0.062000000000000,15030104013630,With Digitized,120049933,ArtificialPath,55800,0.000000000000000,True
51232,945030342,1/28/2008 0:00:00,Medium, , ,0.091000000000000,15030104013633,With Digitized,120049933,ArtificialPath,55800,0.005702546725510,True
51237,945030398,1/28/2008 0:00:00,Medium, , ,0.061000000000000,15030104013638,With Digitized,120049933,ArtificialPath,55800,0.007406033082610,True
52875,21412711,1/28/2008 0:00:00,Medium,45730,Colorado River,1.806000000000000,15030107000002,With Digitized,22604129,ArtificialPath,55800,0.016789182520500,True
52877,21412845,1/28/2008 0:00:00,Medium,45730,Colorado River,2.766000000000000,15030107000002,With Digitized,22603667,ArtificialPath,55800,0.027147542653500,True
52878,21412847,1/28/2008 0:00:00,Medium,45730,Colorado River,2.315000000000000,15030107000002,With Digitized,22603667,ArtificialPath,55800,0.022482582417700,True
52881,21412867,1/28/2008 0:00:00,Medium,45730,Colorado River,1.886000000000000,15030107000002,With Digitized,22604129,ArtificialPath,55800,0.017783056277800,True
52882,21412869,1/28/2008 0:00:00,Medium,45730,Colorado River,0.338000000000000,15030107000002,With Digitized,22603663,ArtificialPath,55800,0.003169915566570,True
52883,21412757,1/28/2008 0:00:00,Medium,45730,Colorado River,0.285000000000000,15030107000002,With Digitized,22603665,ArtificialPath,55800,0.002726152647400,True
52884,21412871,1/28/2008 0:00:00,Medium,45730,Colorado River,0.408000000000000,15030107000002,With Digitized,22603665,ArtificialPath,55800,0.003878726071990,True
52886,21412679,1/28/2008 0:00:00,Medium,45730,Colorado River,0.820000000000000,15030107000008,With Digitized,22604129,ArtificialPath,55800,0.007817552097300,True
52887,21412691,1/28/2008 0:00:00,Medium,45730,Colorado River,0.638000000000000,15030107000008,With Digitized,22604129,ArtificialPath,55800,0.005897329492020,True
52888,21412687,1/28/2008 0:00:00,Medium,45730,Colorado River,3.156000000000000,15030107000008,With Digitized,22604129,ArtificialPath,55800,0.028876478031200,True
52889,21412713,1/28/2008 0:00:00,Medium,45730,Colorado River,0.804000000000000,15030107000008,With Digitized,22604129,ArtificialPath,55800,0.007277880289990,True
52890,21413715,1/28/2008 0:00:00,Medium,45730,Colorado River,0.204000000000000,15030107000008,With Digitized,22604129,ArtificialPath,55800,0.001844893791120,True
52891,21413717,1/28/2008 0:00:00,Medium,45730,Colorado River,1.039000000000000,15030107000008,With Digitized,22604129,ArtificialPath,55800,0.009369650482740,True
52892,21412675,1/28/2008 0:00:00,Medium,45730,Colorado River,0.436000000000000,15030107000008,With Digitized,22604129,ArtificialPath,55800,0.004159311464250,True
52893,21412681,1/28/2008 0:00:00,Medium,45730,Colorado River,1.075000000000000,15030107000008,With Digitized,22604129,ArtificialPath,55800,0.010576644976400,True
52895,21412699,1/28/2008 0:00:00,Medium, , ,0.532000000000000,15030107000013,Uninitialized,22604129,ArtificialPath,55800,0.005147365695430,True
52903,21412851,1/28/2008 0:00:00,Medium, , ,0.220000000000000,15030107000027,With Digitized,-9998,ArtificialPath,55800,0.002099506699640,True
52950,21412865,11/13/2009 0:00:00,Medium, , ,0.040000000000000,15030107000151,With Digitized,22604129,ArtificialPath,55800,0.000423382070005,True
52955,21412859,11/13/2009 0:00:00,Medium, , ,0.081000000000000,15030107000166,With Digitized,22604129,ArtificialPath,55800,0.000868033894523,True
52961,21412877,1/28/2008 0:00:00,Medium, , ,0.241000000000000,15030107000175,Uninitialized,22603661,ArtificialPath,55800,0.002308161895190,True
52962,21412875,1/28/2008 0:00:00,Medium, , ,1.485000000000000,15030107000175,Uninitialized,22603659,ArtificialPath,55800,0.014270915884000,True
52972,21412863,11/13/2009 0:00:00,Medium, , ,0.064000000000000,15030107000190,With Digitized,22604129,ArtificialPath,55800,0.000674117403849,True
52980,21412813,11/13/2009 0:00:00,Medium, , ,0.040000000000000,15030107000226,Uninitialized,22603651,ArtificialPath,55800,0.000367467518780,True
52985,21412785,1/28/2008 0:00:00,Medium,238524,All American Canal,2.530000000000000,15030107000233,Uninitialized,22603651,ArtificialPath,55800,0.025202961166900,True
52986,21412793,1/28/2008 0:00:00,Medium,238524,All American Canal,6.206000000000000,15030107000236,Uninitialized,22603651,ArtificialPath,55800,0.063692836890300,True
52989,21412799,11/13/2009 0:00:00,Medium, , ,0.018000000000000,15030107000239,Uninitialized,22603651,ArtificialPath,55800,0.000174758359884,True
52990,21412797,11/13/2009 0:00:00,Medium, , ,0.025000000000000,15030107000239,Uninitialized,22603651,ArtificialPath,55800,0.000245567324604,True
53028,21412843,11/13/2009 0:00:00,Medium, , ,0.039000000000000,15030107000283,Uninitialized,22603651,ArtificialPath,55800,0.000368248340395,True
53032,21412855,11/13/2009 0:00:00,Medium, , ,0.048000000000000,15030107000288,Uninitialized,22603651,ArtificialPath,55800,0.000490767470776,True
53056,21412861,11/13/2009 0:00:00,Medium, , ,0.069000000000000,15030107000317,With Digitized,22604129,ArtificialPath,55800,0.000683525841744,True
53057,21412705,11/13/2009 0:00:00,Medium, , ,0.073000000000000,15030107000317,With Digitized,22604129,ArtificialPath,55800,0.000735211567642,True
53059,21412751,11/13/2009 0:00:00,Medium, , ,0.064000000000000,15030107000319,With Digitized,22604129,ArtificialPath,55800,0.000604311548529,True
53061,21412747,11/13/2009 0:00:00,Medium, , ,0.044000000000000,15030107000321,With Digitized,22604129,ArtificialPath,55800,0.000437180766001,True
53063,21412683,1/28/2008 0:00:00,Medium, , ,0.067000000000000,15030107000324,With Digitized,22604129,ArtificialPath,55800,0.000602358560162,True
53073,21412671,1/28/2008 0:00:00,Medium, , ,0.031000000000000,15030107000338,With Digitized,22604129,ArtificialPath,55800,0.000330033470095,True
53074,21412673,1/28/2008 0:00:00,Medium, , ,0.066000000000000,15030107000339,With Digitized,22604129,ArtificialPath,55800,0.000684208072542,True
53077,21412677,1/28/2008 0:00:00,Medium, , ,0.039000000000000,15030107000340,With Digitized,22604129,ArtificialPath,55800,0.000410028440079,True
53079,21412715,3/28/2008 0:00:00,Medium, , ,0.060000000000000,15030107000341,With Digitized,22604129,ArtificialPath,55800,0.000617625291897,True
53081,21412741,3/28/2008 0:00:00,Medium, , ,0.033000000000000,15030107000344,With Digitized,22604129,ArtificialPath,55800,0.000323333488503,True
53083,21412733,1/28/2008 0:00:00,Medium, , ,0.054000000000000,15030107000348,With Digitized,22604129,ArtificialPath,55800,0.000540098670656,True
53084,21412703,11/13/2009 0:00:00,Medium, , ,0.051000000000000,15030107000349,With Digitized,22604129,ArtificialPath,55800,0.000465522219310,True
53086,21412695,11/13/2009 0:00:00,Medium, , ,0.045000000000000,15030107000350,With Digitized,22604129,ArtificialPath,55800,0.000430257571814,True
53241,945030256,1/28/2008 0:00:00,Medium,238524,All American Canal,1.312000000000000,15030107000546,Uninitialized,22603651,ArtificialPath,55800,0.015574704028700,True
53242,945030257,1/28/2008 0:00:00,Medium,238524,All American Canal,0.295000000000000,15030107000546,Uninitialized,22603651,ArtificialPath,55800,0.015574704028700,True
53243,21412717,1/28/2008 0:00:00,Medium,45730,Colorado River,0.119000000000000,15030107000547,With Digitized,22604129,ArtificialPath,55800,0.001134166299950,True
53244,21412669,1/28/2008 0:00:00,Medium,45730,Colorado River,0.469000000000000,15030107000549,With Digitized,22604129,ArtificialPath,55800,0.004601948134190,True
53248,21412725,1/28/2008 0:00:00,Medium,45730,Colorado River,0.035000000000000,15030107000553,With Digitized,22604129,ArtificialPath,55800,0.000353283650064,True
53253,21412795,11/13/2009 0:00:00,Medium,238524,All American Canal,1.517000000000000,15030107000559,Uninitialized,22603651,ArtificialPath,55800,0.014727697274400,True
53258,21412743,1/28/2008 0:00:00,Medium,45730,Colorado River,0.050000000000000,15030107000565,With Digitized,22604129,ArtificialPath,55800,0.000498851676183,True
53259,21412737,1/28/2008 0:00:00,Medium,45730,Colorado River,0.015000000000000,15030107000565,With Digitized,22604129,ArtificialPath,55800,0.000137505926931,True
53260,21412745,1/28/2008 0:00:00,Medium,45730,Colorado River,0.701000000000000,15030107000566,With Digitized,22604129,ArtificialPath,55800,0.006570808065930,True
53261,21412749,1/28/2008 0:00:00,Medium,45730,Colorado River,0.748000000000000,15030107000567,With Digitized,22604129,ArtificialPath,55800,0.007240037925030,True
53265,21412721,1/28/2008 0:00:00,Medium, , ,0.055000000000000,15030107000570,With Digitized,22604129,ArtificialPath,55800,0.000543172587002,True
53266,21412729,11/13/2009 0:00:00,Medium, , ,0.047000000000000,15030107000572,Uninitialized,22604129,ArtificialPath,55800,0.000447142923234,True
53267,21412723,1/28/2008 0:00:00,Medium,45730,Colorado River,4.516000000000000,15030107000573,With Digitized,22604129,ArtificialPath,55800,0.047977877763200,True
53268,21412709,1/28/2008 0:00:00,Medium,45730,Colorado River,0.485000000000000,15030107000573,With Digitized,22604129,ArtificialPath,55800,0.005066142580350,True
53269,21413713,1/28/2008 0:00:00,Medium,45730,Colorado River,0.194000000000000,15030107000573,With Digitized,22604129,ArtificialPath,55800,0.002053616904700,True
53270,21412707,1/28/2008 0:00:00,Medium,45730,Colorado River,0.955000000000000,15030107000573,With Digitized,22604129,ArtificialPath,55800,0.010079864953800,True
53271,945030356,1/28/2008 0:00:00,Medium,238524,All American Canal,1.156000000000000,15030107000574,Uninitialized,22603651,ArtificialPath,55800,0.016319084118100,True
53272,945030357,1/28/2008 0:00:00,Medium,238524,All American Canal,0.392000000000000,15030107000574,Uninitialized,22603651,ArtificialPath,55800,0.016319084118100,True
53273,21412701,1/28/2008 0:00:00,Medium,45730,Colorado River,0.422000000000000,15030107000575,With Digitized,22604129,ArtificialPath,55800,0.004506590608370,True
53274,21412727,1/28/2008 0:00:00,Medium,45730,Colorado River,0.005000000000000,15030107000576,With Digitized,22604129,ArtificialPath,55800,0.000051303411073,True
53276,945030254,1/28/2008 0:00:00,Medium,45730,Colorado River,1.039000000000000,15030107000578,With Digitized,22604129,ArtificialPath,55800,0.019502353386700,True
53277,21412803,1/28/2008 0:00:00,Medium,45730,Colorado River,1.031000000000000,15030107000578,With Digitized,22604129,ArtificialPath,55800,0.010346554161900,True
53278,21413711,1/28/2008 0:00:00,Medium,45730,Colorado River,0.284000000000000,15030107000578,With Digitized,22604129,ArtificialPath,55800,0.002878456269030,True
53279,945030255,1/28/2008 0:00:00,Medium,45730,Colorado River,0.968000000000000,15030107000578,With Digitized,22604129,ArtificialPath,55800,0.019502353386700,True
53280,21412731,1/28/2008 0:00:00,Medium,45730,Colorado River,0.536000000000000,15030107000579,With Digitized,22604129,ArtificialPath,55800,0.005731199068030,True
53281,21413721,1/28/2008 0:00:00,Medium,45730,Colorado River,0.244000000000000,15030107000579,With Digitized,22604129,ArtificialPath,55800,0.002604972527270,True
53282,21413719,1/28/2008 0:00:00,Medium,45730,Colorado River,1.570000000000000,15030107000579,With Digitized,22604129,ArtificialPath,55800,0.016550482470500,True
53283,21413723,1/28/2008 0:00:00,Medium,45730,Colorado River,1.018000000000000,15030107000579,With Digitized,22604129,ArtificialPath,55800,0.010822566143600,True
53284,21412753,1/28/2008 0:00:00,Medium,45730,Colorado River,3.020000000000000,15030107000579,With Digitized,22604129,ArtificialPath,55800,0.031849409600200,True
53285,21412755,1/28/2008 0:00:00,Medium,45730,Colorado River,1.887000000000000,15030107000580,With Digitized,22604129,ArtificialPath,55800,0.019155696905300,True
53286,21412735,1/28/2008 0:00:00,Medium,45730,Colorado River,0.718000000000000,15030107000581,With Digitized,22604129,ArtificialPath,55800,0.006597057062200,True
53313,21412817,1/28/2008 0:00:00,Medium,238524,All American Canal,5.217000000000000,15030107000608,Uninitialized,22603651,ArtificialPath,55800,0.054088927682700,True
53314,21412781,1/28/2008 0:00:00,Medium,238524,All American Canal,2.608000000000000,15030107000608,Uninitialized,22603651,ArtificialPath,55800,0.026237343166500,True
53315,21412787,1/28/2008 0:00:00,Medium,238524,All American Canal,1.718000000000000,15030107000609,Uninitialized,22603651,ArtificialPath,55800,0.016738291504700,True
53316,21412815,1/28/2008 0:00:00,Medium,238524,All American Canal,2.235000000000000,15030107000610,Uninitialized,22603651,ArtificialPath,55800,0.022572737509000,True
53321,21412801,11/13/2009 0:00:00,Medium, , ,0.065000000000000,15030107000615,Uninitialized,22604129,ArtificialPath,55800,0.000618967113597,True
